lemma,upos,HS_entry_ref
",",PUNCT,245
Hypophthalmichthys,PROPN,245
spp.,NOUN,245
",",PUNCT,245
Cirrhinus,PROPN,245
spp.,NOUN,245
",",PUNCT,245
Mylopharyngodon,PROPN,245
piceus,NOUN,245
",",PUNCT,245
Catla,PROPN,245
catla,PROPN,245
",",PUNCT,245
Labeo,PROPN,245
spp.,NOUN,245
",",PUNCT,245
Osteochilus,CCONJ,245
hasselto,NOUN,245
",",PUNCT,245
Leptobarbus,PROPN,245
hoeveni,PROPN,245
",",PUNCT,245
Megalobrama,PROPN,245
spp.,NOUN,245
"""",PUNCT,245
",",PUNCT,245
eel,INTJ,245
"""",PUNCT,245
Anguilla,NOUN,245
spp,NOUN,245
.,PUNCT,245
"""",PUNCT,245
and,CCONJ,245
snakehead,NOUN,245
"""",PUNCT,245
Channa,PROPN,245
spp,NOUN,245
.,PUNCT,245
"""",PUNCT,245
freeze,ADJ,246
fillet,NOUN,246
of,ADP,246
cod,PROPN,246
"""",PUNCT,246
Gadus,PROPN,246
morhua,PROPN,246
",",PUNCT,246
Gadus,PROPN,246
ogac,PROPN,246
",",PUNCT,246
Gadus,PROPN,246
macrocephalus,PROPN,246
"""",PUNCT,246
freeze,ADJ,247
fillet,NOUN,247
of,ADP,247
haddock,NOUN,247
"""",PUNCT,247
Melanogrammus,NOUN,247
aeglefinus,NOUN,247
"""",PUNCT,247
freeze,ADJ,248
fillet,NOUN,248
of,ADP,248
coalfish,NOUN,248
"""",PUNCT,248
Pollachius,NOUN,248
viren,NOUN,248
"""",PUNCT,248
freeze,ADJ,249
fillet,NOUN,249
of,ADP,249
hake,NOUN,249
"""",PUNCT,249
Merluccius,PROPN,249
spp.,NOUN,249
",",PUNCT,249
Urophycis,DET,249
spp,NOUN,249
.,PUNCT,249
"""",PUNCT,249
freeze,ADJ,250
fillet,NOUN,250
of,ADP,250
Alaska,PROPN,250
pollack,PROPN,250
"""",PUNCT,250
Theragra,PROPN,250
chalcogramma,PROPN,250
"""",PUNCT,250
freeze,ADJ,251
fillet,NOUN,251
of,ADP,251
fish,NOUN,251
of,ADP,251
the,DET,251
family,NOUN,251
Bregmacerotidae,PROPN,251
",",PUNCT,251
Euclichthyidae,PROPN,251
",",PUNCT,251
Gadidae,PROPN,251
",",PUNCT,251
Macrouridae,PROPN,251
",",PUNCT,251
Melanonidae,PROPN,251
",",PUNCT,251
Merlucciidae,PROPN,251
",",PUNCT,251
Moridae,PROPN,251
and,CCONJ,251
Muraenolepididae,PROPN,251
(,PUNCT,251
excl,INTJ,251
.,PUNCT,251
cod,INTJ,251
",",PUNCT,251
haddock,NOUN,251
",",PUNCT,251
coalfish,NOUN,251
",",PUNCT,251
hake,NOUN,251
and,CCONJ,251
Alaska,PROPN,251
pollack,NOUN,251
),PUNCT,251
freeze,ADJ,252
fillet,NOUN,252
of,ADP,252
Pacific,PROPN,252
salmon,PROPN,252
"""",PUNCT,252
Oncorhynchus,PROPN,252
nerka,PROPN,252
",",PUNCT,252
Oncorhynchus,PROPN,252
gorbuscha,PROPN,252
",",PUNCT,252
Oncorhynchus,PROPN,252
keta,PROPN,252
",",PUNCT,252
Oncorhynchus,PROPN,252
tschawytscha,PROPN,252
",",PUNCT,252
Oncorhynchus,CCONJ,252
kisutch,NOUN,252
",",PUNCT,252
Oncorhynchus,PROPN,252
masou,PROPN,252
and,CCONJ,252
Oncorhynchus,PROPN,252
rhodurus,PROPN,252
"""",PUNCT,252
",",PUNCT,252
Atlantic,PROPN,252
salmon,PROPN,252
"""",PUNCT,252
Salmo,PROPN,252
salar,NOUN,252
"""",PUNCT,252
and,CCONJ,252
Danube,PROPN,252
salmon,PROPN,252
"""",PUNCT,252
Hucho,PROPN,252
hucho,PROPN,252
"""",PUNCT,252
freeze,ADJ,253
fillet,NOUN,253
of,ADP,253
trout,NOUN,253
"""",PUNCT,253
Salmo,PROPN,253
trutta,PROPN,253
",",PUNCT,253
Oncorhynchus,CCONJ,253
mykiss,NOUN,253
",",PUNCT,253
Oncorhynchus,CCONJ,253
clarki,NOUN,253
",",PUNCT,253
Oncorhynchus,PROPN,253
aguabonita,PROPN,253
",",PUNCT,253
Oncorhynchus,PRON,253
gila,VERB,253
",",PUNCT,253
Oncorhynchus,CCONJ,253
apache,PRON,253
and,CCONJ,253
Oncorhynchus,ADP,253
chrysogaster,NOUN,253
"""",PUNCT,253
freeze,ADJ,254
fillet,NOUN,254
of,ADP,254
flat,ADJ,254
fish,NOUN,254
"""",PUNCT,254
Pleuronectida,NOUN,254
",",PUNCT,254
Bothidae,PROPN,254
",",PUNCT,254
Cynoglossidae,PROPN,254
",",PUNCT,254
Soleidae,PROPN,254
",",PUNCT,254
Scophthalmidae,PROPN,254
and,CCONJ,254
Citharidae,PROPN,254
"""",PUNCT,254
freeze,ADJ,255
fillet,NOUN,255
of,ADP,255
swordfish,ADJ,255
"""",PUNCT,255
Xiphias,PROPN,255
gladius,PROPN,255
"""",PUNCT,255
freeze,ADJ,256
fillet,NOUN,256
of,ADP,256
toothfish,NOUN,256
"""",PUNCT,256
Dissostichus,NOUN,256
spp,NOUN,256
.,PUNCT,256
"""",PUNCT,256
freeze,ADJ,257
fillet,NOUN,257
of,ADP,257
herring,NOUN,257
"""",PUNCT,257
Clupea,NOUN,257
harengus,NOUN,257
",",PUNCT,257
Clupea,PROPN,257
pallasii,PROPN,257
"""",PUNCT,257
freeze,ADJ,258
fillet,NOUN,258
of,ADP,258
tuna,NOUN,258
"""",PUNCT,258
of,ADP,258
the,DET,258
genus,PROPN,258
Thunnus,PROPN,258
"""",PUNCT,258
",",PUNCT,258
skipjack,VERB,258
or,CCONJ,258
stripe,VERB,258
-,PUNCT,258
belly,VERB,258
bonito,NOUN,258
"""",PUNCT,258
Euthynnus,PROPN,258
[,PUNCT,258
Katsuwonus,PROPN,258
],PUNCT,258
pelamis,NOUN,258
"""",PUNCT,258
freeze,ADJ,259
fillet,NOUN,259
of,ADP,259
dogfish,ADJ,259
",",PUNCT,259
other,ADJ,259
shark,NOUN,259
",",PUNCT,259
ray,NOUN,259
and,CCONJ,259
skate,NOUN,259
"""",PUNCT,259
Rajidae,PROPN,259
"""",PUNCT,259
freeze,ADJ,260
fish,NOUN,260
fillet,NOUN,260
",",PUNCT,260
n.e.,NOUN,260
.,PUNCT,260
freeze,PROPN,261
meat,NOUN,261
",",PUNCT,261
whether,SCONJ,261
or,CCONJ,261
not,ADV,261
mince,ADJ,261
",",PUNCT,261
of,ADP,261
swordfish,ADJ,261
"""",PUNCT,261
Xiphias,PROPN,261
gladius,PROPN,261
"""",PUNCT,261
(,PUNCT,261
excl,INTJ,261
.,PUNCT,261
fillet,NOUN,261
),PUNCT,261
freeze,PROPN,262
meat,NOUN,262
",",PUNCT,262
whether,SCONJ,262
or,CCONJ,262
not,ADV,262
mince,ADJ,262
",",PUNCT,262
of,ADP,262
toothfish,ADJ,262
"""",PUNCT,262
Dissostichus,NOUN,262
spp.,NOUN,262
"""",PUNCT,262
(,PUNCT,262
excl.,X,262
fillet,NOUN,262
),PUNCT,262
freeze,PROPN,263
meat,NOUN,263
",",PUNCT,263
whether,SCONJ,263
or,CCONJ,263
not,ADV,263
mince,ADJ,263
",",PUNCT,263
of,ADP,263
tilapia,NOUN,263
"""",PUNCT,263
Oreochromis,AUX,263
spp.,NOUN,263
"""",PUNCT,263
",",PUNCT,263
catfish,VERB,263
"""",PUNCT,263
Pangasius,NOUN,263
spp.,NOUN,263
",",PUNCT,263
Silurus,CCONJ,263
spp.,NOUN,263
",",PUNCT,263
Clarias,PROPN,263
spp.,NOUN,263
",",PUNCT,263
Ictalurus,CCONJ,263
spp.,NOUN,263
"""",PUNCT,263
",",PUNCT,263
carp,VERB,263
"""",PUNCT,263
Cyprinus,NOUN,263
spp.,NOUN,263
",",PUNCT,263
Carassius,PROPN,263
spp.,NOUN,263
",",PUNCT,263
Ctenopharyngodon,VERB,263
idellus,PRON,263
",",PUNCT,263
Hypophthalmichthys,ADJ,263
spp.,NOUN,263
",",PUNCT,263
Cirrhinus,CCONJ,263
spp.,NOUN,263
",",PUNCT,263
Mylopharyngodon,PROPN,263
piceus,NOUN,263
",",PUNCT,263
Catla,PROPN,263
catla,PROPN,263
",",PUNCT,263
Labeo,PROPN,263
spp.,NOUN,263
",",PUNCT,263
Osteochilus,CCONJ,263
hasselto,PRON,263
",",PUNCT,263
Leptobarbus,CCONJ,263
hoeveni,NOUN,263
",",PUNCT,263
Megalobrama,PROPN,263
spp.,NOUN,263
"""",PUNCT,263
",",PUNCT,263
eel,NOUN,263
"""",PUNCT,263
Anguilla,NOUN,263
spp,NOUN,263
.,PUNCT,263
"""",PUNCT,263
",",PUNCT,263
Nile,PROPN,263
perch,NOUN,263
"""",PUNCT,263
Late,VERB,263
niloticus,PRON,263
"""",PUNCT,263
and,CCONJ,263
snakehead,NOUN,263
"""",PUNCT,263
Channa,PROPN,263
spp,NOUN,263
.,PUNCT,263
"""",PUNCT,263
(,PUNCT,263
excl.,X,263
fillet,NOUN,263
),PUNCT,263
freeze,PROPN,264
meat,NOUN,264
",",PUNCT,264
whether,SCONJ,264
or,CCONJ,264
not,ADV,264
mince,ADJ,264
",",PUNCT,264
of,ADP,264
Alaska,PROPN,264
pollack,NOUN,264
"""",PUNCT,264
Theragra,PROPN,264
chalcogramma,PROPN,264
"""",PUNCT,264
(,PUNCT,264
excl,INTJ,264
.,PUNCT,264
fillet,NOUN,264
),PUNCT,264
freeze,PROPN,265
meat,NOUN,265
",",PUNCT,265
whether,SCONJ,265
or,CCONJ,265
not,ADV,265
mince,ADJ,265
",",PUNCT,265
of,ADP,265
fish,NOUN,265
of,ADP,265
the,DET,265
family,NOUN,265
Bregmacerotidae,PROPN,265
",",PUNCT,265
Euclichthyidae,PROPN,265
",",PUNCT,265
Gadidae,PROPN,265
",",PUNCT,265
Macrouridae,PROPN,265
",",PUNCT,265
Melanonidae,PROPN,265
",",PUNCT,265
Merlucciidae,PROPN,265
",",PUNCT,265
Moridae,PROPN,265
and,CCONJ,265
Muraenolepididae,PROPN,265
(,PUNCT,265
excl,INTJ,265
.,PUNCT,265
fillet,NOUN,265
and,CCONJ,265
Alaska,PROPN,265
pollack,PROPN,265
"""",PUNCT,265
Theragra,PROPN,265
chalcogramma,PROPN,265
"""",PUNCT,265
),PUNCT,265
freeze,PROPN,266
meat,NOUN,266
",",PUNCT,266
whether,SCONJ,266
or,CCONJ,266
not,ADV,266
mince,ADJ,266
",",PUNCT,266
of,ADP,266
dogfish,ADJ,266
and,CCONJ,266
other,ADJ,266
shark,NOUN,266
freeze,PROPN,267
meat,NOUN,267
",",PUNCT,267
whether,SCONJ,267
or,CCONJ,267
not,ADV,267
mince,ADJ,267
",",PUNCT,267
of,ADP,267
ray,NOUN,267
and,CCONJ,267
skate,NOUN,267
"""",PUNCT,267
Rajidae,PROPN,267
"""",PUNCT,267
freeze,ADJ,268
fish,ADJ,268
meat,NOUN,268
n.e.,NOUN,268
.,PUNCT,268
(,PUNCT,268
excl.,X,268
fillet,NOUN,268
),PUNCT,268
fish,INTJ,269
",",PUNCT,269
fight,VERB,269
for,ADP,269
human,ADJ,269
consumption,NOUN,269
",",PUNCT,269
dry,VERB,269
",",PUNCT,269
salte,VERB,269
or,CCONJ,269
in,ADP,269
brine,NUM,269
;,PUNCT,269
smoke,VERB,269
fish,NOUN,269
",",PUNCT,269
fight,NOUN,269
for,ADP,269
human,ADJ,269
consumption,NOUN,269
",",PUNCT,269
whether,SCONJ,269
or,CCONJ,269
not,ADV,269
cook,VERB,269
before,ADV,269
or,CCONJ,269
during,ADP,269
the,DET,269
smoking,NOUN,269
process,NOUN,269
;,PUNCT,269
flour,NOUN,269
",",PUNCT,269
meal,NOUN,269
and,CCONJ,269
pellet,NOUN,269
of,ADP,269
fish,NOUN,269
",",PUNCT,269
fit,NOUN,269
for,ADP,269
human,ADJ,269
consumption,NOUN,269
Flour,NOUN,270
",",PUNCT,270
meal,NOUN,270
and,CCONJ,270
pellet,NOUN,270
of,ADP,270
fish,NOUN,270
",",PUNCT,270
fight,VERB,270
for,ADP,270
human,ADJ,270
consumption,NOUN,270
fish,ADJ,271
liver,NOUN,271
",",PUNCT,271
roe,NOUN,271
and,CCONJ,271
mild,NOUN,271
",",PUNCT,271
dry,VERB,271
",",PUNCT,271
smoke,VERB,271
",",PUNCT,271
salte,VERB,271
or,CCONJ,271
in,ADP,271
brine,NUM,271
Fillets,NOUN,272
",",PUNCT,272
dri,VERB,272
",",PUNCT,272
salte,VERB,272
or,CCONJ,272
in,ADP,272
brine,NOUN,272
",",PUNCT,272
but,CCONJ,272
not,ADV,272
smoke,VERB,272
",",PUNCT,272
of,ADP,272
tilapia,NOUN,272
"""",PUNCT,272
Oreochromis,PRON,272
spp.,NOUN,272
"""",PUNCT,272
",",PUNCT,272
catfish,ADJ,272
"""",PUNCT,272
Pangasius,NOUN,272
spp.,NOUN,272
",",PUNCT,272
Silurus,PROPN,272
spp.,NOUN,272
",",PUNCT,272
Clarias,PROPN,272
spp.,NOUN,272
",",PUNCT,272
Ictalurus,CCONJ,272
spp.,NOUN,272
"""",PUNCT,272
",",PUNCT,272
carp,NOUN,272
"""",PUNCT,272
Cyprinus,NOUN,272
spp.,NOUN,272
",",PUNCT,272
Carassius,PROPN,272
spp.,NOUN,272
",",PUNCT,272
Ctenopharyngodon,PROPN,272
idellus,PROPN,272
",",PUNCT,272
Hypophthalmichthys,PROPN,272
spp.,NOUN,272
",",PUNCT,272
Cirrhinus,CCONJ,272
spp.,NOUN,272
",",PUNCT,272
Mylopharyngodon,PROPN,272
piceus,NOUN,272
",",PUNCT,272
Catla,PROPN,272
catla,PROPN,272
",",PUNCT,272
Labeo,PROPN,272
spp.,NOUN,272
",",PUNCT,272
Osteochilus,CCONJ,272
hasselto,NOUN,272
",",PUNCT,272
Leptobarbus,PROPN,272
hoeveni,PROPN,272
",",PUNCT,272
Megalobrama,PROPN,272
spp.,NOUN,272
"""",PUNCT,272
",",PUNCT,272
eel,NOUN,272
"""",PUNCT,272
Anguilla,NOUN,272
spp,NOUN,272
.,PUNCT,272
"""",PUNCT,272
",",PUNCT,272
Nile,ADJ,272
perch,NOUN,272
"""",PUNCT,272
Late,VERB,272
niloticus,PRON,272
"""",PUNCT,272
and,CCONJ,272
snakehead,NOUN,272
"""",PUNCT,272
Channa,PROPN,272
spp,NOUN,272
.,PUNCT,272
"""",PUNCT,272
Fillets,NOUN,273
",",PUNCT,273
dri,VERB,273
",",PUNCT,273
salte,VERB,273
or,CCONJ,273
in,ADP,273
brine,NOUN,273
",",PUNCT,273
but,CCONJ,273
not,ADV,273
smoke,VERB,273
",",PUNCT,273
of,ADP,273
fish,NOUN,273
of,ADP,273
the,DET,273
family,NOUN,273
Bregmacerotidae,PROPN,273
",",PUNCT,273
Euclichthyidae,PROPN,273
",",PUNCT,273
Gadidae,PROPN,273
",",PUNCT,273
Macrouridae,PROPN,273
",",PUNCT,273
Melanonidae,PROPN,273
",",PUNCT,273
Merlucciidae,PROPN,273
",",PUNCT,273
Moridae,PROPN,273
and,CCONJ,273
Muraenolepididae,PROPN,273
fish,ADJ,274
fillet,NOUN,274
",",PUNCT,274
dry,VERB,274
",",PUNCT,274
salte,VERB,274
or,CCONJ,274
in,ADP,274
brine,NOUN,274
",",PUNCT,274
but,CCONJ,274
not,ADV,274
smoke,VERB,274
(,PUNCT,274
excl,INTJ,274
.,PUNCT,274
tilapia,INTJ,274
",",PUNCT,274
catfish,NOUN,274
",",PUNCT,274
carp,NOUN,274
",",PUNCT,274
eel,NOUN,274
",",PUNCT,274
Nile,PROPN,274
perch,NOUN,274
",",PUNCT,274
snakehead,NOUN,274
and,CCONJ,274
fish,NOUN,274
of,ADP,274
the,DET,274
family,NOUN,274
Bregmacerotidae,PROPN,274
",",PUNCT,274
Euclichthyidae,PROPN,274
",",PUNCT,274
Gadidae,PROPN,274
",",PUNCT,274
Macrouridae,PROPN,274
",",PUNCT,274
Melanonidae,PROPN,274
",",PUNCT,274
Merlucciidae,PROPN,274
",",PUNCT,274
Moridae,PROPN,274
and,CCONJ,274
Muraenolepididae,PROPN,274
),PUNCT,274
smoked,VERB,275
Pacific,PROPN,275
salmon,PROPN,275
"""",PUNCT,275
Oncorhynchus,CCONJ,275
nerka,NOUN,275
",",PUNCT,275
Oncorhynchus,CCONJ,275
gorbuscha,NOUN,275
",",PUNCT,275
Oncorhynchus,CCONJ,275
keta,NOUN,275
",",PUNCT,275
Oncorhynchus,CCONJ,275
tschawytscha,NOUN,275
",",PUNCT,275
Oncorhynchus,CCONJ,275
kisutch,NOUN,275
",",PUNCT,275
Oncorhynchus,CCONJ,275
masou,NOUN,275
and,CCONJ,275
Oncorhynchus,NOUN,275
rhodurus,NOUN,275
"""",PUNCT,275
",",PUNCT,275
Atlantic,PROPN,275
salmon,PROPN,275
"""",PUNCT,275
Salmo,PROPN,275
salar,NOUN,275
"""",PUNCT,275
and,CCONJ,275
Danube,PROPN,275
salmon,PROPN,275
"""",PUNCT,275
Hucho,PROPN,275
hucho,PROPN,275
"""",PUNCT,275
",",PUNCT,275
incl.,NOUN,275
fillet,NOUN,275
(,PUNCT,275
excl,INTJ,275
.,PUNCT,275
offal,X,275
),PUNCT,275
smoked,VERB,276
herring,NOUN,276
"""",PUNCT,276
Clupea,NOUN,276
harengus,NOUN,276
",",PUNCT,276
Clupea,PROPN,276
pallasii,PROPN,276
"""",PUNCT,276
",",PUNCT,276
incl,INTJ,276
.,PUNCT,276
fillet,NOUN,276
(,PUNCT,276
excl,INTJ,276
.,PUNCT,276
offal,X,276
),PUNCT,276
smoked,VERB,277
trout,ADP,277
"""",PUNCT,277
Salmo,PROPN,277
trutta,PROPN,277
",",PUNCT,277
Oncorhynchus,CCONJ,277
mykiss,NOUN,277
",",PUNCT,277
Oncorhynchus,CCONJ,277
clarki,NOUN,277
",",PUNCT,277
Oncorhynchus,CCONJ,277
aguabonita,NOUN,277
",",PUNCT,277
Oncorhynchus,CCONJ,277
gila,NOUN,277
",",PUNCT,277
Oncorhynchus,CCONJ,277
apache,PRON,277
and,CCONJ,277
Oncorhynchus,PROPN,277
chrysogaster,PROPN,277
"""",PUNCT,277
",",PUNCT,277
incl.,ADV,277
fillet,NOUN,277
(,PUNCT,277
excl,INTJ,277
.,PUNCT,277
offal,X,277
),PUNCT,277
smoked,VERB,278
tilapia,ADP,278
"""",PUNCT,278
Oreochromis,PRON,278
spp.,NOUN,278
"""",PUNCT,278
",",PUNCT,278
catfish,NOUN,278
"""",PUNCT,278
Pangasius,CCONJ,278
spp.,NOUN,278
",",PUNCT,278
Silurus,CCONJ,278
spp.,NOUN,278
",",PUNCT,278
Clarias,PROPN,278
spp.,NOUN,278
",",PUNCT,278
Ictalurus,CCONJ,278
spp.,NOUN,278
"""",PUNCT,278
",",PUNCT,278
carp,NOUN,278
"""",PUNCT,278
Cyprinus,CCONJ,278
spp.,NOUN,278
",",PUNCT,278
Carassius,PROPN,278
spp.,NOUN,278
",",PUNCT,278
Ctenopharyngodon,PROPN,278
idellus,PROPN,278
",",PUNCT,278
Hypophthalmichthys,PROPN,278
spp.,NOUN,278
",",PUNCT,278
Cirrhinus,CCONJ,278
spp.,NOUN,278
",",PUNCT,278
Mylopharyngodon,PROPN,278
piceus,NOUN,278
",",PUNCT,278
Catla,PROPN,278
catla,PROPN,278
",",PUNCT,278
Labeo,PROPN,278
spp.,NOUN,278
",",PUNCT,278
Osteochilus,CCONJ,278
hasselto,NOUN,278
",",PUNCT,278
Leptobarbus,PROPN,278
hoeveni,PROPN,278
",",PUNCT,278
Megalobrama,PROPN,278
spp.,NOUN,278
"""",PUNCT,278
",",PUNCT,278
eel,INTJ,278
"""",PUNCT,278
Anguilla,NOUN,278
spp,NOUN,278
.,PUNCT,278
"""",PUNCT,278
",",PUNCT,278
Nile,PROPN,278
perch,NOUN,278
"""",PUNCT,278
Late,VERB,278
niloticus,PRON,278
"""",PUNCT,278
and,CCONJ,278
snakehead,NOUN,278
"""",PUNCT,278
Channa,PROPN,278
spp.,NOUN,278
"""",PUNCT,278
",",PUNCT,278
incl.,ADV,278
fillet,NOUN,278
(,PUNCT,278
excl,INTJ,278
.,PUNCT,278
offal,X,278
),PUNCT,278
smoked,VERB,279
fish,NOUN,279
",",PUNCT,279
incl.,NOUN,279
fillet,NOUN,279
(,PUNCT,279
excl,INTJ,279
.,PUNCT,279
offal,ADJ,279
",",PUNCT,279
Pacific,PROPN,279
salmon,PROPN,279
",",PUNCT,279
Atlantic,PROPN,279
salmon,PROPN,279
",",PUNCT,279
Danube,PROPN,279
salmon,NOUN,279
",",PUNCT,279
herr,NOUN,279
",",PUNCT,279
trout,NOUN,279
",",PUNCT,279
tilapia,NOUN,279
",",PUNCT,279
catfish,NOUN,279
",",PUNCT,279
carp,NOUN,279
",",PUNCT,279
eel,NOUN,279
",",PUNCT,279
Nile,PROPN,279
perch,NOUN,279
and,CCONJ,279
snakehead,NOUN,279
),PUNCT,279
dry,VERB,280
cod,NOUN,280
"""",PUNCT,280
Gadus,PROPN,280
morhua,PROPN,280
",",PUNCT,280
Gadus,PROPN,280
ogac,PROPN,280
",",PUNCT,280
Gadus,PROPN,280
macrocephalus,PROPN,280
"""",PUNCT,280
",",PUNCT,280
even,ADV,280
salte,VERB,280
",",PUNCT,280
not,PART,280
smoke,VERB,280
(,PUNCT,280
excl,INTJ,280
.,PUNCT,280
fillet,NOUN,280
and,CCONJ,280
offal,NOUN,280
),PUNCT,280
dry,VERB,281
tilapia,NOUN,281
"""",PUNCT,281
Oreochromis,PRON,281
spp.,NOUN,281
"""",PUNCT,281
",",PUNCT,281
catfish,ADJ,281
"""",PUNCT,281
Pangasius,NOUN,281
spp.,NOUN,281
",",PUNCT,281
Silurus,PROPN,281
spp.,NOUN,281
",",PUNCT,281
Clarias,PROPN,281
spp.,NOUN,281
",",PUNCT,281
Ictalurus,CCONJ,281
spp.,NOUN,281
"""",PUNCT,281
",",PUNCT,281
carp,NOUN,281
"""",PUNCT,281
Cyprinus,NOUN,281
spp.,NOUN,281
",",PUNCT,281
Carassius,PROPN,281
spp.,NOUN,281
",",PUNCT,281
Ctenopharyngodon,PROPN,281
idellus,PROPN,281
",",PUNCT,281
Hypophthalmichthys,PROPN,281
spp.,NOUN,281
",",PUNCT,281
Cirrhinus,CCONJ,281
spp.,NOUN,281
",",PUNCT,281
Mylopharyngodon,PROPN,281
piceus,NOUN,281
",",PUNCT,281
Catla,PROPN,281
catla,PROPN,281
",",PUNCT,281
Labeo,PROPN,281
spp.,NOUN,281
",",PUNCT,281
Osteochilus,CCONJ,281
hasselto,NOUN,281
",",PUNCT,281
Leptobarbus,PROPN,281
hoeveni,PROPN,281
",",PUNCT,281
Megalobrama,PROPN,281
spp.,NOUN,281
"""",PUNCT,281
",",PUNCT,281
eel,NOUN,281
"""",PUNCT,281
Anguilla,NOUN,281
spp,NOUN,281
.,PUNCT,281
"""",PUNCT,281
",",PUNCT,281
Nile,PROPN,281
perch,NOUN,281
"""",PUNCT,281
Late,VERB,281
niloticus,PRON,281
"""",PUNCT,281
and,CCONJ,281
snakehead,NOUN,281
"""",PUNCT,281
Channa,PROPN,281
spp.,NOUN,281
"""",PUNCT,281
",",PUNCT,281
even,ADV,281
salte,VERB,281
but,CCONJ,281
not,PART,281
smoke,VERB,281
(,PUNCT,281
excl,INTJ,281
.,PUNCT,281
fillet,NOUN,281
and,CCONJ,281
offal,NOUN,281
),PUNCT,281
dry,VERB,282
fish,NOUN,282
of,ADP,282
the,DET,282
family,NOUN,282
Bregmacerotidae,PROPN,282
",",PUNCT,282
Euclichthyidae,PROPN,282
",",PUNCT,282
Gadidae,PROPN,282
",",PUNCT,282
Macrouridae,PROPN,282
",",PUNCT,282
Melanonidae,PROPN,282
",",PUNCT,282
Merlucciidae,PROPN,282
",",PUNCT,282
Moridae,PROPN,282
and,CCONJ,282
Muraenolepididae,PROPN,282
",",PUNCT,282
even,ADV,282
salte,VERB,282
but,CCONJ,282
not,PART,282
smoke,VERB,282
(,PUNCT,282
excl,INTJ,282
.,PUNCT,282
fillet,NOUN,282
",",PUNCT,282
offal,ADJ,282
and,CCONJ,282
cod,ADJ,282
"""",PUNCT,282
Gadus,PROPN,282
morhua,PROPN,282
",",PUNCT,282
Gadus,PROPN,282
ogac,PROPN,282
",",PUNCT,282
Gadus,PROPN,282
macrocephalus,PROPN,282
"""",PUNCT,282
),PUNCT,282
dry,VERB,283
herring,NOUN,283
"""",PUNCT,283
Clupea,NOUN,283
harengus,NOUN,283
",",PUNCT,283
Clupea,PROPN,283
pallasii,PROPN,283
"""",PUNCT,283
",",PUNCT,283
anchovie,NOUN,283
"""",PUNCT,283
Engraulis,PRON,283
spp.,NOUN,283
"""",PUNCT,283
",",PUNCT,283
sardine,NOUN,283
"""",PUNCT,283
Sardina,PROPN,283
pilchardus,PROPN,283
",",PUNCT,283
Sardinops,PROPN,283
spp.,NOUN,283
"""",PUNCT,283
",",PUNCT,283
sardinella,NOUN,283
"""",PUNCT,283
Sardinella,NOUN,283
spp.,NOUN,283
"""",PUNCT,283
",",PUNCT,283
brisling,VERB,283
or,CCONJ,283
sprat,NOUN,283
"""",PUNCT,283
Sprattus,NOUN,283
sprattus,NOUN,283
"""",PUNCT,283
",",PUNCT,283
mackerell,INTJ,283
"""",PUNCT,283
Scomber,PROPN,283
scombrus,PROPN,283
",",PUNCT,283
Scomber,PROPN,283
australasicus,PROPN,283
",",PUNCT,283
Scomber,PROPN,283
japonicus,PROPN,283
"""",PUNCT,283
",",PUNCT,283
indian,ADJ,283
mackerel,NOUN,283
"""",PUNCT,283
Rastrelliger,NOUN,283
spp.,NOUN,283
"""",PUNCT,283
",",PUNCT,283
seerfish,VERB,283
"""",PUNCT,283
Scomberomorus,ADJ,283
spp.,NOUN,283
"""",PUNCT,283
",",PUNCT,283
jack,NOUN,283
and,CCONJ,283
horse,NOUN,283
mackerel,NOUN,283
"""",PUNCT,283
Trachurus,NOUN,283
spp.,NOUN,283
"""",PUNCT,283
",",PUNCT,283
jack,NOUN,283
",",PUNCT,283
crevalle,NOUN,283
"""",PUNCT,283
Caranx,NOUN,283
spp.,NOUN,283
"""",PUNCT,283
",",PUNCT,283
cobia,NOUN,283
"""",PUNCT,283
Rachycentron,PROPN,283
canadum,NOUN,283
"""",PUNCT,283
",",PUNCT,283
silver,NOUN,283
pomfret,NOUN,283
"""",PUNCT,283
Pampus,CCONJ,283
spp,NOUN,283
.,PUNCT,283
"""",PUNCT,283
",",PUNCT,283
Pacific,PROPN,283
saury,NOUN,283
"""",PUNCT,283
Cololabis,PROPN,283
saira,PROPN,283
"""",PUNCT,283
",",PUNCT,283
scad,NOUN,283
"""",PUNCT,283
Decapterus,CCONJ,283
spp.,NOUN,283
"""",PUNCT,283
",",PUNCT,283
capelin,VERB,283
"""",PUNCT,283
Mallotus,NOUN,283
villosus,NOUN,283
"""",PUNCT,283
",",PUNCT,283
swordfish,VERB,283
"""",PUNCT,283
Xiphias,NOUN,283
gladius,NOUN,283
"""",PUNCT,283
",",PUNCT,283
Kawakawa,PROPN,283
"""",PUNCT,283
Euthynnus,PRON,283
affinis,VERB,283
"""",PUNCT,283
",",PUNCT,283
bunito,NOUN,283
"""",PUNCT,283
Sarda,PROPN,283
spp.,NOUN,283
"""",PUNCT,283
",",PUNCT,283
marlin,NOUN,283
",",PUNCT,283
sailfish,NOUN,283
and,CCONJ,283
spearfish,ADJ,283
"""",PUNCT,283
Istiophoridae,NOUN,283
"""",PUNCT,283
",",PUNCT,283
even,ADV,283
salte,VERB,283
but,CCONJ,283
not,PART,283
smoke,VERB,283
(,PUNCT,283
excl,INTJ,283
